10010	1
10020	1
10030	1
10030	3
20030	1
20030	2
20030	3
20040	1
20040	2
20040	3
20050	1
20060	1
30060	1
30060	2
30070	1
30070	2
30080	1
40070	1
40070	2
40080	1
40090	1
40100	1
40110	1
50100	1
50110	1
50120	1
60120	1
60120	2
60130	1
60140	1
60150	1
70130	1
70140	1
70150	1
70160	1
80160	1
80170	1
80180	1
80190	1
90190	1
90200	1
100200	1
100210	1
100220	1
100230	1
110220	1
110230	1
110240	1
110241	1
110250	1
120240	1
120250	1
120260	1
120270	1
120280	1
130260	1
130270	1
130280	1
130290	1
130300	1
140280	1
140290	1
140300	1
140310	1
140320	1
150310	1
150320	1
150330	1
150340	1
160320	1
160330	1
160340	1
160350	1
160360	1
160370	1
170350	1
170360	1
170370	1
170380	1
170381	1
180360	1
180370	1
180380	1
180390	1
180400	1
180410	1
180420	1
190390	1
190400	1
190410	1
190420	1
190430	1
190440	1
200400	1
200410	1
200420	1
200430	1
200440	1
200450	1
200460	1
200470	1
200480	1
200490	1
210440	1
210441	1
210450	1
210451	1
210460	1
210461	1
210470	1
210480	1
210490	1
210500	1
220440	1
220450	1
220460	1
220470	1
220480	1
220490	1
220500	1
220510	1
230480	1
230490	1
230500	1
230510	1
230520	1
230530	1
230540	1
240480	1
240490	1
240500	1
240510	1
240520	1
240530	1
240540	1
240550	1
240660	3
240670	3
250520	1
250530	1
250540	1
250550	1
250560	1
250570	1
250580	1
250660	3
250670	3
250680	3
250690	3
260540	1
260550	1
260560	1
260570	1
260580	1
260590	1
260600	1
260650	3
260660	3
260670	3
260680	3
260690	3
260700	3
260710	3
260720	3
270550	1
270560	1
270570	1
270580	1
270581	1
270590	1
270600	1
270601	1
270610	1
270620	1
270650	3
270660	3
270670	3
270680	3
270690	3
270700	3
270710	3
270720	3
270730	3
270740	3
270750	3
280560	1
280570	1
280580	1
280590	1
280600	1
280610	1
280620	1
280630	1
280640	1
280650	1
280650	3
280660	1
280660	3
280670	3
280680	3
280690	3
280700	3
280710	3
280720	3
280730	3
280740	3
280750	3
280760	3
280770	3
280780	3
290620	1
290630	1
290640	1
290650	1
290650	3
290660	1
290660	3
290670	1
290670	3
290680	3
290681	3
290690	3
290700	3
290701	3
290710	3
290720	3
290730	3
290740	3
290750	3
290760	3
290770	3
290780	3
290790	3
290800	3
300630	1
300640	1
300650	1
300660	1
300660	3
300670	1
300670	3
300680	1
300680	3
300690	1
300690	3
300691	1
300691	3
300700	1
300700	3
300710	1
300710	3
300711	1
300711	3
300720	1
300720	3
300730	3
300740	3
300750	3
300760	3
300770	3
300780	3
300790	3
300800	3
300810	3
300820	3
300830	3
310660	3
310670	1
310670	3
310680	1
310680	3
310690	1
310690	3
310700	1
310700	3
310710	1
310710	3
310720	1
310720	3
310730	3
310740	3
310741	3
310750	3
310760	3
310770	3
310780	3
310790	3
310800	3
310810	3
310820	3
310830	3
310840	3
310850	3
310860	3
320660	3
320670	3
320680	1
320680	3
320690	1
320690	3
320700	1
320700	3
320710	1
320710	3
320711	1
320711	3
320720	1
320720	3
320730	1
320730	3
320731	3
320740	1
320740	3
320750	1
320750	3
320751	1
320751	3
320760	1
320760	3
320770	1
320770	3
320771	1
320771	3
320780	3
320790	3
320791	3
320800	3
320810	3
320811	3
320820	3
320830	3
320840	3
320850	3
320860	3
320870	3
320880	3
320890	3
330690	3
330710	1
330710	3
330720	1
330720	3
330730	1
330730	3
330740	1
330740	3
330750	1
330750	3
330751	1
330751	3
330760	1
330760	3
330770	1
330770	3
330780	3
330790	3
330800	3
330810	3
330820	3
330821	3
330830	3
330840	3
330850	3
330860	3
330870	3
330880	3
330890	3
330900	3
330910	3
330920	3
340720	1
340720	3
340730	1
340730	3
340731	3
340740	1
340740	3
340750	1
340750	3
340760	1
340760	3
340770	1
340770	3
340771	1
340771	3
340780	1
340780	3
340790	1
340790	3
340791	1
340791	3
340800	1
340800	3
340810	1
340810	3
340811	1
340811	3
340820	1
340820	3
340830	1
340830	3
340831	1
340831	3
340840	3
340850	3
340860	3
340870	3
340880	3
340890	3
340900	3
340910	3
340920	3
340930	3
340940	3
350750	3
350760	1
350770	1
350770	3
350771	1
350771	3
350780	1
350780	3
350790	1
350790	3
350791	3
350800	1
350800	3
350801	1
350801	3
350810	1
350810	3
350820	1
350820	3
350821	1
350821	3
350830	1
350830	3
350840	3
350841	3
350850	3
350860	3
350870	3
350880	3
350890	3
350900	3
350910	3
350920	3
350930	3
350940	3
350950	3
350960	3
350970	3
360760	1
360770	1
360770	3
360780	1
360780	3
360790	1
360790	3
360791	1
360791	3
360800	1
360800	3
360810	1
360810	3
360811	1
360811	3
360820	1
360820	3
360830	1
360830	3
360831	1
360831	3
360840	1
360840	3
360850	1
360850	3
360851	1
360851	3
360860	1
360860	3
360870	1
360870	3
360880	1
360880	3
360890	3
360900	3
360910	3
360920	3
360930	3
360940	3
360950	3
360960	3
360970	3
360980	3
360990	3
361000	3
370790	3
370810	3
370820	1
370830	1
370830	3
370840	1
370840	3
370850	1
370850	3
370860	1
370860	3
370861	1
370861	3
370870	1
370870	3
370880	1
370880	3
370890	1
370890	3
370900	3
370901	3
370910	3
370920	3
370930	3
370940	3
370950	3
370960	3
370970	3
370980	3
370990	3
371000	3
371010	3
371020	3
380820	1
380830	1
380830	3
380840	1
380840	3
380850	1
380850	3
380851	1
380851	3
380860	1
380860	3
380870	1
380870	3
380871	1
380871	3
380880	1
380880	3
380890	1
380890	3
380900	1
380900	3
380910	1
380910	3
380920	3
380930	1
380930	3
380940	3
380950	3
380960	3
380970	3
380980	3
380990	3
381000	3
381010	3
381020	3
381030	3
381040	3
381050	3
390850	3
390860	1
390870	1
390870	3
390871	1
390871	3
390880	1
390880	3
390890	1
390890	3
390891	1
390891	3
390900	1
390900	3
390901	1
390901	3
390910	1
390910	3
390911	1
390911	3
390920	1
390920	3
390930	1
390930	3
390931	1
390931	3
390940	1
390940	3
390950	3
390960	1
390960	3
390961	3
390970	3
390971	3
390980	3
390981	3
390990	3
391000	3
391010	3
391020	3
391030	3
391040	3
391050	3
391060	3
391070	3
391080	3
400860	1
400870	1
400870	3
400880	1
400880	3
400890	1
400890	3
400891	3
400900	1
400900	3
400901	3
400910	1
400910	3
400920	1
400920	3
400930	1
400930	3
400940	1
400940	3
400950	1
400950	3
400960	1
400960	3
400970	1
400970	3
400980	3
400990	3
401000	3
401010	3
401020	3
401030	3
401040	3
401050	3
401060	3
401070	3
401080	3
401090	3
401100	3
410890	3
410900	1
410900	3
410910	1
410910	3
410911	1
410911	3
410920	1
410920	3
410921	1
410921	3
410930	1
410930	3
410931	1
410931	3
410940	1
410940	3
410941	3
410950	1
410950	3
410951	1
410951	3
410960	1
410960	3
410970	1
410970	3
410971	1
410971	3
410980	1
410980	3
410981	3
410990	3
410991	3
411000	1
411000	3
411001	3
411010	3
411020	3
411021	3
411030	3
411040	3
411041	3
411050	3
411060	3
411070	3
411080	3
411090	3
411100	3
411110	3
411120	3
411130	3
420900	3
420910	3
420920	1
420920	3
420930	1
420930	3
420931	1
420931	3
420940	1
420940	3
420950	1
420950	3
420960	1
420960	3
420970	1
420970	3
420980	1
420980	3
420990	1
420990	3
421000	1
421000	3
421010	1
421010	3
421020	3
421030	3
421040	3
421050	3
421060	3
421070	3
421080	3
421090	3
421100	3
421110	3
421120	3
421130	3
421140	3
421150	3
430930	3
430950	1
430950	3
430951	1
