#
#     Code: data.txt 
#
#     Author:  Joshua Peterson
#   
#     Date:            Data for MCNP or scale
#
#     Description:                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
########################################  

 Name   Name      Identifier  Mass (amu)  Nuclide_Type_1_act_2_U+_3_fp
as-88      as88      33088      87.9449          3
as-89      as89      33089      88.9494          3
as-90      as90      33090      89.9555          3
as-91      as91      33091      90.9604          3
as-92      as92      33092      91.9668          3
se-65      se65      34065      64.9647          3
se-66      se66      34066      65.9552          3
se-67      se67      34067      66.9501          3
se-68      se68      34068      67.9418          3
se-69      se69      34069      68.9396          3
se-70      se70      34070      69.9334          3
se-71      se71      34071      70.9322          3
se-72      se72      34072      71.9271          3
se-73      se73      34073      72.9268          3
se-74      se74      34074      73.9225          3
se-75      se75      34075      74.9225          3
se-76      se76      34076      75.9192          3
se-77      se77      34077      76.9199          3
se-78      se78      34078      77.9173          3
se-79      se79      34079      78.9185          3
se-80      se80      34080      79.9165          3
se-81      se81      34081      80.918           3
se-82      se82      34082      81.9167          3
se-83      se83      34083      82.9191          3
se-84      se84      34084      83.9185          3
se-85      se85      34085      84.9222          3
se-86      se86      34086      85.9243          3
se-87      se87      34087      86.9285          3
se-88      se88      34088      87.9314          3
se-89      se89      34089      88.9364          3
se-90      se90      34090      89.94            3
se-91      se91      34091      90.946           3
se-92      se92      34092      91.9499          3
se-93      se93      34093      92.9563          3
se-94      se94      34094      93.9605          3
br-67      br67      35067      66.9648          3
br-68      br68      35068      67.9585          3
br-69      br69      35069      68.9501          3
br-70      br70      35070      69.9448          3
br-71      br71      35071      70.9387          3
br-72      br72      35072      71.9366          3
br-73      br73      35073      72.9317          3
br-74      br74      35074      73.9299          3
br-75      br75      35075      74.9258          3
br-76      br76      35076      75.9245          3
br-77      br77      35077      76.9214          3
br-78      br78      35078      77.9212          3
br-79      br79      35079      78.9183          3
br-80      br80      35080      79.9185          3
br-81      br81      35081      80.9163          3
br-82      br82      35082      81.9168          3
br-83      br83      35083      82.9152          3
br-84      br84      35084      83.9165          3
br-85      br85      35085      84.9156          3
br-86      br86      35086      85.9188          3
br-87      br87      35087      86.9207          3
br-88      br88      35088      87.9241          3
br-89      br89      35089      88.9264          3
br-90      br90      35090      89.9306          3
br-91      br91      35091      90.934           3
br-92      br92      35092      91.9393          3
br-93      br93      35093      92.943           3
br-94      br94      35094      93.9487          3
br-95      br95      35095      94.9529          3
br-96      br96      35096      95.9585          3
br-97      br97      35097      96.9628          3
kr-69      kr69      36069      68.9652          3
kr-70      kr70      36070      69.9553          3
kr-71      kr71      36071      70.9496          3
kr-72      kr72      36072      71.9421          3
kr-73      kr73      36073      72.9393          3
kr-74      kr74      36074      73.9331          3
kr-75      kr75      36075      74.9309          3
kr-76      kr76      36076      75.9259          3
kr-77      kr77      36077      76.9247          3
kr-78      kr78      36078      77.9204          3
kr-79      kr79      36079      78.9201          3
kr-80      kr80      36080      79.9164          3
kr-81      kr81      36081      80.9166          3
kr-82      kr82      36082      81.9135          3
kr-83      kr83      36083      82.9141          3
kr-84      kr84      36084      83.9115          3
kr-85      kr85      36085      84.9125          3
kr-86      kr86      36086      85.9106          3
kr-87      kr87      36087      86.9134          3
kr-88      kr88      36088      87.9145          3
kr-89      kr89      36089      88.9176          3
kr-90      kr90      36090      89.9195          3
kr-91      kr91      36091      90.9234          3
kr-92      kr92      36092      91.9262          3
kr-93      kr93      36093      92.9313          3
kr-94      kr94      36094      93.9344          3
kr-95      kr95      36095      94.9398          3
kr-96      kr96      36096      95.9431          3
kr-97      kr97      36097      96.9486          3
kr-98      kr98      36098      97.9519          3
kr-99      kr99      36099      98.9576          3
kr-100      kr100      36100      99.9611        3
rb-71      rb71      37071      70.9653          3
rb-72      rb72      37072      71.9591          3
rb-73      rb73      37073      72.9506          3
rb-74      rb74      37074      73.9443          3
rb-75      rb75      37075      74.9386          3
rb-76      rb76      37076      75.9351          3
rb-77      rb77      37077      76.9304          3
rb-78      rb78      37078      77.9281          3
rb-79      rb79      37079      78.924           3
rb-80      rb80      37080      79.9225          3
rb-81      rb81      37081      80.919           3
rb-82      rb82      37082      81.9182          3
rb-83      rb83      37083      82.9151          3
rb-84      rb84      37084      83.9144          3
rb-85      rb85      37085      84.9118          3
rb-86      rb86      37086      85.9112          3
rb-87      rb87      37087      86.9092          3
rb-88      rb88      37088      87.9113          3
rb-89      rb89      37089      88.9123          3
rb-90      rb90      37090      89.9148          3
rb-91      rb91      37091      90.9165          3
rb-92      rb92      37092      91.9197          3
rb-93      rb93      37093      92.922           3
rb-94      rb94      37094      93.9264          3
rb-95      rb95      37095      94.9293          3
rb-96      rb96      37096      95.9343          3
rb-97      rb97      37097      96.9373          3
rb-98      rb98      37098      97.9418          3
rb-99      rb99      37099      98.9454          3
rb-100      rb100      37100      99.9499        3
rb-101      rb101      37101      100.9532       3
rb-102      rb102      37102      101.9589       3
sr-73      sr73      38073      72.966           3
sr-74      sr74      38074      73.9563          3
sr-75      sr75      38075      74.95            3
sr-76      sr76      38076      75.9418          3
sr-77      sr77      38077      76.938           3
sr-78      sr78      38078      77.9322          3
sr-79      sr79      38079      78.9297          3
sr-80      sr80      38080      79.9245          3
sr-81      sr81      38081      80.9232          3
sr-82      sr82      38082      81.9184          3
sr-83      sr83      38083      82.9176          3
sr-84      sr84      38084      83.9134          3
sr-85      sr85      38085      84.9129          3
sr-86      sr86      38086      85.9093          3
sr-87      sr87      38087      86.9089          3
sr-88      sr88      38088      87.9056          3
sr-89      sr89      38089      88.9074          3
sr-90      sr90      38090      89.9077          3
sr-91      sr91      38091      90.9102          3
sr-92      sr92      38092      91.911           3
sr-93      sr93      38093      92.914           3
sr-94      sr94      38094      93.9154          3
sr-95      sr95      38095      94.9194          3
sr-96      sr96      38096      95.9217          3
sr-97      sr97      38097      96.9261          3
sr-98      sr98      38098      97.9285          3
sr-99      sr99      38099      98.9332          3
sr-100      sr100      38100      99.9353        3
sr-101      sr101      38101      100.9405       3
sr-102      sr102      38102      101.943        3
sr-103      sr103      38103      102.949        3
sr-104      sr104      38104      103.9523       3
sr-105      sr105      38105      104.9586       3
y-76      y76      39076      75.9585            3
y-77      y77      39077      76.9497            3
y-78      y78      39078      77.9436            3
y-79      y79      39079      78.9373            3
y-80      y80      39080      79.9343            3
y-81      y81      39081      80.9291            3
y-82      y82      39082      81.9268            3
y-83      y83      39083      82.9223            3
y-84      y84      39084      83.9204            3
y-85      y85      39085      84.9164            3
y-86      y86      39086      85.9149            3
y-87      y87      39087      86.9109            3
y-88      y88      39088      87.9095            3
y-89      y89      39089      88.9059            3
y-90      y90      39090      89.9072            3
y-91      y91      39091      90.9073            3
y-92      y92      39092      91.909             3
y-93      y93      39093      92.9096            3
y-94      y94      39094      93.9116            3
y-95      y95      39095      94.9128            3
y-96      y96      39096      95.9159            3
y-97      y97      39097      96.9181            3
y-98      y98      39098      97.9222            3
y-99      y99      39099      98.9246            3
y-100      y100      39100      99.9278          3
y-101      y101      39101      100.9303         3
y-102      y102      39102      101.9336         3
y-103      y103      39103      102.9367         3
y-104      y104      39104      103.941          3
y-105      y105      39105      104.9449         3
y-106      y106      39106      105.9498         3
y-107      y107      39107      106.9541         3
y-108      y108      39108      107.9595         3
zr-78      zr78      40078      77.9552          3
zr-79      zr79      40079      78.9492          3
zr-80      zr80      40080      79.9404          3
zr-81      zr81      40081      80.9372          3
zr-82      zr82      40082      81.9311          3
zr-83      zr83      40083      82.9286          3
zr-84      zr84      40084      83.9232          3
zr-85      zr85      40085      84.9215          3
zr-86      zr86      40086      85.9165          3
zr-87      zr87      40087      86.9148          3
zr-88      zr88      40088      87.9102          3
zr-89      zr89      40089      88.9089          3
zr-90      zr90      40090      89.9047          3
zr-91      zr91      40091      90.9056          3
zr-92      zr92      40092      91.905           3
zr-93      zr93      40093      92.9065          3
zr-94      zr94      40094      93.9063          3
zr-95      zr95      40095      94.908           3
zr-96      zr96      40096      95.9083          3
zr-97      zr97      40097      96.9109          3
zr-98      zr98      40098      97.9127          3
zr-99      zr99      40099      98.9165          3
zr-100      zr100      40100      99.9178        3
zr-101      zr101      40101      100.9211       3
zr-102      zr102      40102      101.923        3
zr-103      zr103      40103      102.9266       3
zr-104      zr104      40104      103.9288       3
zr-105      zr105      40105      104.9331       3
zr-106      zr106      40106      105.9359       3
zr-107      zr107      40107      106.9408       3
zr-108      zr108      40108      107.944        3
zr-109      zr109      40109      108.9492       3
zr-110      zr110      40110      109.9529       3
nb-81      nb81      41081      80.949           3
nb-82      nb82      41082      81.9431          3
nb-83      nb83      41083      82.9367          3
nb-84      nb84      41084      83.9336          3
nb-85      nb85      41085      84.9279          3
nb-86      nb86      41086      85.925           3
nb-87      nb87      41087      86.9204          3
nb-88      nb88      41088      87.9183          3
nb-89      nb89      41089      88.9134          3
nb-90      nb90      41090      89.9113          3
nb-91      nb91      41091      90.907           3
nb-92      nb92      41092      91.9072          3
nb-93      nb93      41093      92.9064          3
nb-94      nb94      41094      93.9073          3
nb-95      nb95      41095      94.9068          3
nb-96      nb96      41096      95.9081          3
nb-97      nb97      41097      96.9081          3
nb-98      nb98      41098      97.9103          3
nb-99      nb99      41099      98.9116          3
nb-100      nb100      41100      99.9142        3
nb-101      nb101      41101      100.9153       3
nb-102      nb102      41102      101.918        3
nb-103      nb103      41103      102.9191       3
nb-104      nb104      41104      103.9225       3
nb-105      nb105      41105      104.9239       3
nb-106      nb106      41106      105.928        3
nb-107      nb107      41107      106.9303       3
nb-108      nb108      41108      107.9348       3
nb-109      nb109      41109      108.9376       3
nb-110      nb110      41110      109.9424       3
nb-111      nb111      41111      110.9456       3
nb-112      nb112      41112      111.9508       3
nb-113      nb113      41113      112.9547       3
mo-83      mo83      42083      82.9487          3
mo-84      mo84      42084      83.9401          3
mo-85      mo85      42085      84.9365          3
mo-86      mo86      42086      85.9307          3
mo-87      mo87      42087      86.9273          3
mo-88      mo88      42088      87.922           3
mo-89      mo89      42089      88.9195          3
mo-90      mo90      42090      89.9139          3
mo-91      mo91      42091      90.9118          3
mo-92      mo92      42092      91.9068          3
mo-93      mo93      42093      92.9068          3
mo-94      mo94      42094      93.9051          3
mo-95      mo95      42095      94.9058          3
mo-96      mo96      42096      95.9047          3
mo-97      mo97      42097      96.906           3
mo-98      mo98      42098      97.9054          3
mo-99      mo99      42099      98.9077          3
mo-100      mo100      42100      99.9075        3
mo-101      mo101      42101      100.9103       3
mo-102      mo102      42102      101.9103       3
mo-103      mo103      42103      102.9132       3
mo-104      mo104      42104      103.9138       3
mo-105      mo105      42105      104.917        3
mo-106      mo106      42106      105.9181       3
mo-107      mo107      42107      106.9217       3
mo-108      mo108      42108      107.9234       3
mo-109      mo109      42109      108.9278       3
mo-110      mo110      42110      109.9297       3
mo-111      mo111      42111      110.9344       3
mo-112      mo112      42112      111.9368       3
mo-113      mo113      42113      112.9419       3
mo-114      mo114      42114      113.9449       3
mo-115      mo115      42115      114.9503       3
tc-85      tc85      43085      84.9488          3
tc-86      tc86      43086      85.9429          3
tc-87      tc87      43087      86.9365          3
tc-88      tc88      43088      87.9327          3
tc-89      tc89      43089      88.9272          3
tc-90      tc90      43090      89.9236          3
tc-91      tc91      43091      90.9184          3
tc-92      tc92      43092      91.9153          3
tc-93      tc93      43093      92.9102          3
tc-94      tc94      43094      93.9097          3
tc-95      tc95      43095      94.9077          3
tc-96      tc96      43096      95.9079          3
tc-97      tc97      43097      96.9064          3
tc-98      tc98      43098      97.9072          3
tc-99      tc99      43099      98.9062          3
tc-100      tc100      43100      99.9077        3
tc-101      tc101      43101      100.9073       3
tc-102      tc102      43102      101.9092       3
tc-103      tc103      43103      102.9092       3
tc-104      tc104      43104      103.9115       3
tc-105      tc105      43105      104.9117       3
tc-106      tc106      43106      105.9144       3
tc-107      tc107      43107      106.9151       3
tc-108      tc108      43108      107.9185       3
tc-109      tc109      43109      108.92         3
tc-110      tc110      43110      109.9238       3
tc-111      tc111      43111      110.9257       3
tc-112      tc112      43112      111.9292       3
tc-113      tc113      43113      112.9316       3
tc-114      tc114      43114      113.9359       3
tc-115      tc115      43115      114.9387       3
tc-116      tc116      43116      115.9434       3
tc-117      tc117      43117      116.9465       3
tc-118      tc118      43118      117.9515       3
ru-87      ru87      44087      86.9492          3
ru-88      ru88      44088      87.9403          3
ru-89      ru89      44089      88.9361          3
ru-90      ru90      44090      89.9299          3
ru-91      ru91      44091      90.9263          3
ru-92      ru92      44092      91.9201          3
ru-93      ru93      44093      92.9171          3
ru-94      ru94      44094      93.9114          3
ru-95      ru95      44095      94.9104          3
ru-96      ru96      44096      95.9076          3
ru-97      ru97      44097      96.9076          3
ru-98      ru98      44098      97.9053          3
ru-99      ru99      44099      98.9059          3
ru-100      ru100      44100      99.9042        3
ru-101      ru101      44101      100.9056       3
ru-102      ru102      44102      101.9044       3
ru-103      ru103      44103      102.9063       3
ru-104      ru104      44104      103.9054       3
ru-105      ru105      44105      104.9078       3
ru-106      ru106      44106      105.9073       3
ru-107      ru107      44107      106.9099       3
ru-108      ru108      44108      107.9102       3
ru-109      ru109      44109      108.9132       3
ru-110      ru110      44110      109.9141       3
ru-111      ru111      44111      110.9177       3
ru-112      ru112      44112      111.919        3
ru-113      ru113      44113      112.9225       3
ru-114      ru114      44114      113.9243       3
ru-115      ru115      44115      114.9287       3
ru-116      ru116      44116      115.9308       3
ru-117      ru117      44117      116.9356       3
ru-118      ru118      44118      117.9378       3
ru-119      ru119      44119      118.9428       3
ru-120      ru120      44120      119.9453       3
rh-89      rh89      45089      88.9488          3
rh-90      rh90      45090      89.9429          3
rh-91      rh91      45091      90.9365          3
rh-92      rh92      45092      91.932           3
rh-93      rh93      45093      92.9257          3
rh-94      rh94      45094      93.9217          3
rh-95      rh95      45095      94.9159          3
rh-96      rh96      45096      95.9145          3
rh-97      rh97      45097      96.9113          3
rh-98      rh98      45098      97.9107          3
rh-99      rh99      45099      98.9081          3
rh-100      rh100      45100      99.9081        3
rh-101      rh101      45101      100.9062       3
rh-102      rh102      45102      101.9068       3
rh-103      rh103      45103      102.9055       3
rh-104      rh104      45104      103.9067       3
rh-105      rh105      45105      104.9057       3
rh-106      rh106      45106      105.9073       3
rh-107      rh107      45107      106.9068       3
rh-108      rh108      45108      107.9087       3
rh-109      rh109      45109      108.9087       3
rh-110      rh110      45110      109.9111       3
rh-111      rh111      45111      110.9116       3
rh-112      rh112      45112      111.9144       3
rh-113      rh113      45113      112.9155       3
rh-114      rh114      45114      113.9188       3
rh-115      rh115      45115      114.9203       3
rh-116      rh116      45116      115.9241       3
rh-117      rh117      45117      116.926        3
rh-118      rh118      45118      117.9301       3
rh-119      rh119      45119      118.9321       3
rh-120      rh120      45120      119.9364       3
rh-121      rh121      45121      120.9387       3
rh-122      rh122      45122      121.9432       3
pd-91      pd91      46091      90.9491          3
pd-92      pd92      46092      91.9404          3
pd-93      pd93      46093      92.9359          3
pd-94      pd94      46094      93.9288          3
pd-95      pd95      46095      94.9247          3
pd-96      pd96      46096      95.9182          3
pd-97      pd97      46097      96.9165          3
pd-98      pd98      46098      97.9127          3
pd-99      pd99      46099      98.9118          3
pd-100      pd100      46100      99.9085        3
pd-101      pd101      46101      100.9083       3
pd-102      pd102      46102      101.9056       3
pd-103      pd103      46103      102.9061       3
pd-104      pd104      46104      103.904        3
pd-105      pd105      46105      104.9051       3
pd-106      pd106      46106      105.9035       3
pd-107      pd107      46107      106.9051       3
pd-108      pd108      46108      107.9039       3
pd-109      pd109      46109      108.906        3
pd-110      pd110      46110      109.9052       3
pd-111      pd111      46111      110.9077       3
pd-112      pd112      46112      111.9073       3
pd-113      pd113      46113      112.9101       3
pd-114      pd114      46114      113.9104       3
pd-115      pd115      46115      114.9137       3
pd-116      pd116      46116      115.9142       3
pd-117      pd117      46117      116.9178       3
pd-118      pd118      46118      117.919        3
pd-119      pd119      46119      118.9231       3
pd-120      pd120      46120      119.9247       3
pd-121      pd121      46121      120.9289       3
pd-122      pd122      46122      121.9305       3
pd-123      pd123      46123      122.9349       3
pd-124      pd124      46124      123.9369       3
ag-93      ag93      47093      92.9498          3
ag-94      ag94      47094      93.9428          3
ag-95      ag95      47095      94.9355          3
ag-96      ag96      47096      95.9307          3
ag-97      ag97      47097      96.924           3
ag-98      ag98      47098      97.9216          3
ag-99      ag99      47099      98.9176          3
ag-100      ag100      47100      99.9161        3
ag-101      ag101      47101      100.9128       3
ag-102      ag102      47102      101.9117       3
ag-103      ag103      47103      102.909        3
ag-104      ag104      47104      103.9086       3
ag-105      ag105      47105      104.9065       3
ag-106      ag106      47106      105.9067       3
ag-107      ag107      47107      106.9051       3
ag-108      ag108      47108      107.906        3
ag-109      ag109      47109      108.9047       3
ag-110      ag110      47110      109.9061       3
ag-110m      ag110m      47601                   3
ag-111      ag111      47111      110.9053       3
ag-112      ag112      47112      111.907        3
ag-113      ag113      47113      112.9066       3
ag-114      ag114      47114      113.9088       3
ag-115      ag115      47115      114.9088       3
ag-116      ag116      47116      115.9114       3
ag-117      ag117      47117      116.9117       3
ag-118      ag118      47118      117.9146       3
ag-119      ag119      47119      118.9157       3
ag-120      ag120      47120      119.9188       3
ag-121      ag121      47121      120.9199       3
ag-122      ag122      47122      121.9235       3
ag-123      ag123      47123      122.9249       3
ag-124      ag124      47124      123.9286       3
ag-125      ag125      47125      124.9304       3
ag-126      ag126      47126      125.9345       3
ag-127      ag127      47127      126.9368       3
ag-128      ag128      47128      127.9412       3
ag-129      ag129      47129      128.9437       3
ag-130      ag130      47130      129.9505       3
cd-95      cd95      48095      94.9499          3
cd-96      cd96      48096      95.9398          3
cd-97      cd97      48097      96.9349          3
cd-98      cd98      48098      97.9274          3
cd-99      cd99      48099      98.925           3
cd-100      cd100      48100      99.9203        3
cd-101      cd101      48101      100.9187       3
cd-102      cd102      48102      101.9145       3
cd-103      cd103      48103      102.9134       3
cd-104      cd104      48104      103.9099       3
cd-105      cd105      48105      104.9095       3
cd-106      cd106      48106      105.9065       3
cd-107      cd107      48107      106.9066       3
cd-108      cd108      48108      107.9042       3
cd-109      cd109      48109      108.905        3
cd-110      cd110      48110      109.903        3
cd-111      cd111      48111      110.9042       3
cd-112      cd112      48112      111.9028       3
cd-113      cd113      48113      112.9044       3
cd-114      cd114      48114      113.9034       3
cd-115      cd115      48115      114.9054       3
cd-115m      cd115m      48601                   3
cd-116      cd116      48116      115.9048       3
cd-117      cd117      48117      116.9072       3
cd-118      cd118      48118      117.9069       3
cd-119      cd119      48119      118.9099       3
cd-120      cd120      48120      119.9099       3
cd-121      cd121      48121      120.913        3
cd-122      cd122      48122      121.9133       3
cd-123      cd123      48123      122.917        3
cd-124      cd124      48124      123.9176       3
cd-125      cd125      48125      124.9212       3
cd-126      cd126      48126      125.9223       3
cd-127      cd127      48127      126.9264       3
cd-128      cd128      48128      127.9278       3
cd-129      cd129      48129      128.9321       3
cd-130      cd130      48130      129.9339       3
cd-131      cd131      48131      130.9407       3
cd-132      cd132      48132      131.9456       3
in-97      in97      49097      96.9495          3
in-98      in98      49098      97.9421          3
in-99      in99      49099      98.9342          3
in-100      in100      49100      99.9311        3
in-101      in101      49101      100.9263       3
in-102      in102      49102      101.9241       3
in-103      in103      49103      102.9199       3
in-104      in104      49104      103.9183       3
in-105      in105      49105      104.9147       3
in-106      in106      49106      105.9135       3
in-107      in107      49107      106.9103       3
in-108      in108      49108      107.9097       3
in-109      in109      49109      108.9072       3
in-110      in110      49110      109.9072       3
in-111      in111      49111      110.9051       3
in-112      in112      49112      111.9055       3
in-113      in113      49113      112.9041       3
in-114      in114      49114      113.9049       3
in-115      in115      49115      114.9039       3
in-116      in116      49116      115.9053       3
in-117      in117      49117      116.9045       3
in-118      in118      49118      117.9063       3
in-119      in119      49119      118.9059       3
in-120      in120      49120      119.908        3
in-121      in121      49121      120.9079       3
in-122      in122      49122      121.9103       3
in-123      in123      49123      122.9104       3
in-124      in124      49124      123.9132       3
in-125      in125      49125      124.9136       3
in-126      in126      49126      125.9165       3
in-127      in127      49127      126.9174       3
in-128      in128      49128      127.9202       3
in-129      in129      49129      128.9217       3
in-130      in130      49130      129.925        3
in-131      in131      49131      130.9268       3
in-132      in132      49132      131.933        3
in-133      in133      49133      132.9378       3
in-134      in134      49134      133.9442       3
in-135      in135      49135      134.9493       3
sn-99      sn99      50099      98.9493          3
sn-100      sn100      50100      99.939         3
sn-101      sn101      50101      100.9361       3
sn-102      sn102      50102      101.9303       3
sn-103      sn103      50103      102.9281       3
sn-104      sn104      50104      103.9231       3
sn-105      sn105      50105      104.9213       3
sn-106      sn106      50106      105.9169       3
sn-107      sn107      50107      106.9156       3
sn-108      sn108      50108      107.9119       3
sn-109      sn109      50109      108.9113       3
sn-110      sn110      50110      109.9078       3
sn-111      sn111      50111      110.9077       3
sn-112      sn112      50112      111.9048       3
sn-113      sn113      50113      112.9052       3
sn-114      sn114      50114      113.9028       3
sn-115      sn115      50115      114.9033       3
sn-116      sn116      50116      115.9017       3
sn-117      sn117      50117      116.9029       3
sn-118      sn118      50118      117.9016       3
sn-119      sn119      50119      118.9033       3
sn-120      sn120      50120      119.9022       3
sn-121      sn121      50121      120.9042       3
sn-122      sn122      50122      121.9034       3
sn-123      sn123      50123      122.9057       3
sn-124      sn124      50124      123.9053       3
sn-125      sn125      50125      124.9078       3
sn-126      sn126      50126      125.9077       3
sn-127      sn127      50127      126.9104       3
sn-128      sn128      50128      127.9105       3
sn-129      sn129      50129      128.9135       3
sn-130      sn130      50130      129.914        3
sn-131      sn131      50131      130.917        3
sn-132      sn132      50132      131.9178       3
sn-133      sn133      50133      132.9238       3
sn-134      sn134      50134      133.9283       3
sn-135      sn135      50135      134.9347       3
sn-136      sn136      50136      135.9393       3
sn-137      sn137      50137      136.946        3
sb-103      sb103      51103      102.9397       3
sb-104      sb104      51104      103.9365       3
sb-105      sb105      51105      104.9315       3
sb-106      sb106      51106      105.9288       3
sb-107      sb107      51107      106.9241       3
sb-108      sb108      51108      107.9222       3
sb-109      sb109      51109      108.9181       3
sb-110      sb110      51110      109.9167       3
sb-111      sb111      51111      110.9132       3
sb-112      sb112      51112      111.9124       3
sb-113      sb113      51113      112.9094       3
sb-114      sb114      51114      113.9093       3
sb-115      sb115      51115      114.9066       3
sb-116      sb116      51116      115.9068       3
sb-117      sb117      51117      116.9048       3
sb-118      sb118      51118      117.9055       3
sb-119      sb119      51119      118.9039       3
sb-120      sb120      51120      119.9051       3
sb-121      sb121      51121      120.9038       3
sb-122      sb122      51122      121.9052       3
sb-123      sb123      51123      122.9042       3
sb-124      sb124      51124      123.9059       3
sb-125      sb125      51125      124.9053       3
sb-126      sb126      51126      125.9072       3
sb-127      sb127      51127      126.9069       3
sb-128      sb128      51128      127.9092       3
sb-129      sb129      51129      128.9091       3
sb-130      sb130      51130      129.9117       3
sb-131      sb131      51131      130.912        3
sb-132      sb132      51132      131.9145       3
sb-133      sb133      51133      132.9153       3
sb-134      sb134      51134      133.9204       3
sb-135      sb135      51135      134.9252       3
sb-136      sb136      51136      135.9303       3
sb-137      sb137      51137      136.9353       3
sb-138      sb138      51138      137.9408       3
sb-139      sb139      51139      138.946        3
te-105      te105      52105      104.9436       3
te-106      te106      52106      105.9375       3
te-107      te107      52107      106.935        3
te-108      te108      52108      107.9294       3
te-109      te109      52109      108.9274       3
te-110      te110      52110      109.9224       3
te-111      te111      52111      110.9211       3
te-112      te112      52112      111.917        3
te-113      te113      52113      112.9159       3
te-114      te114      52114      113.9121       3
te-115      te115      52115      114.9119       3
te-116      te116      52116      115.9085       3
te-117      te117      52117      116.9087       3
te-118      te118      52118      117.9058       3
te-119      te119      52119      118.9064       3
te-120      te120      52120      119.904        3
te-121      te121      52121      120.9049       3
te-122      te122      52122      121.903        3
te-123      te123      52123      122.9043       3
te-124      te124      52124      123.9028       3
te-125      te125      52125      124.9044       3
te-126      te126      52126      125.9033       3
te-127      te127      52127      126.9052       3
te-127m      te127m      52601                   3
te-128      te128      52128      127.9045       3
te-129      te129      52129      128.9066       3
te-129m      te129m      52611                   3
te-130      te130      52130      129.9062       3
te-131      te131      52131      130.9085       3
te-132      te132      52132      131.9086       3
te-133      te133      52133      132.911        3
te-134      te134      52134      133.9114       3
te-135      te135      52135      134.9164       3
te-136      te136      52136      135.9201       3
te-137      te137      52137      136.9253       3
te-138      te138      52138      137.9292       3
te-139      te139      52139      138.9347       3
te-140      te140      52140      139.9388       3
te-141      te141      52141      140.9447       3
te-142      te142      52142      141.9491       3
i-108      i108      53108      107.9435         3
i-109      i109      53109      108.9381         3
i-110      i110      53110      109.9352         3
i-111      i111      53111      110.9303         3
i-112      i112      53112      111.928          3
i-113      i113      53113      112.9236         3
i-114      i114      53114      113.9219         3
i-115      i115      53115      114.9181         3
i-116      i116      53116      115.9168         3
i-117      i117      53117      116.9137         3
i-118      i118      53118      117.9131         3
i-119      i119      53119      118.9101         3
i-120      i120      53120      119.91           3
i-121      i121      53121      120.9074         3
i-122      i122      53122      121.9076         3
i-123      i123      53123      122.9056         3
i-124      i124      53124      123.9062         3
i-125      i125      53125      124.9046         3
i-126      i126      53126      125.9056         3
i-127      i127      53127      126.9045         3
i-128      i128      53128      127.9058         3
i-129      i129      53129      128.905          3
i-130      i130      53130      129.9067         3
i-131      i131      53131      130.9061         3
i-132      i132      53132      131.908          3
i-133      i133      53133      132.9078         3
i-134      i134      53134      133.9097         3
i-135      i135      53135      134.91           3
i-136      i136      53136      135.9147         3
i-137      i137      53137      136.9179         3
i-138      i138      53138      137.9223         3
i-139      i139      53139      138.9261         3
i-140      i140      53140      139.931          3
i-141      i141      53141      140.935          3
i-142      i142      53142      141.9402         3
i-143      i143      53143      142.9446         3
i-144      i144      53144      143.95           3
xe-110      xe110      54110      109.9443       3
xe-111      xe111      54111      110.9416       3
xe-112      xe112      54112      111.9356       3
xe-113      xe113      54113      112.9333       3
xe-114      xe114      54114      113.928        3
xe-115      xe115      54115      114.9263       3
xe-116      xe116      54116      115.9216       3
xe-117      xe117      54117      116.9204       3
xe-118      xe118      54118      117.9162       3
xe-119      xe119      54119      118.9154       3
xe-120      xe120      54120      119.9118       3
xe-121      xe121      54121      120.9115       3
xe-122      xe122      54122      121.9084       3
xe-123      xe123      54123      122.9085       3
xe-124      xe124      54124      123.9059       3
xe-125      xe125      54125      124.9064       3
xe-126      xe126      54126      125.9043       3
xe-127      xe127      54127      126.9052       3
xe-128      xe128      54128      127.9035       3
xe-129      xe129      54129      128.9048       3
xe-130      xe130      54130      129.9035       3
xe-131      xe131      54131      130.9051       3
xe-132      xe132      54132      131.9041       3
xe-133      xe133      54133      132.9059       3
xe-134      xe134      54134      133.9054       3
xe-135      xe135      54135      134.9072       3
xe-136      xe136      54136      135.9072       3
xe-137      xe137      54137      136.9116       3
xe-138      xe138      54138      137.914        3
xe-139      xe139      54139      138.9188       3
xe-140      xe140      54140      139.9216       3
xe-141      xe141      54141      140.9267       3
xe-142      xe142      54142      141.9297       3
xe-143      xe143      54143      142.9351       3
xe-144      xe144      54144      143.9385       3
xe-145      xe145      54145      144.9441       3
xe-146      xe146      54146      145.9478       3
xe-147      xe147      54147      146.9536       3
cs-112      cs112      55112      111.9503       3
cs-113      cs113      55113      112.9445       3
cs-114      cs114      55114      113.9415       3
cs-115      cs115      55115      114.9359       3
cs-116      cs116      55116      115.9334       3
cs-117      cs117      55117      116.9287       3
cs-118      cs118      55118      117.9266       3
cs-119      cs119      55119      118.9224       3
cs-120      cs120      55120      119.9207       3
cs-121      cs121      55121      120.9172       3
cs-122      cs122      55122      121.9161       3
cs-123      cs123      55123      122.913        3
cs-124      cs124      55124      123.9123       3
cs-125      cs125      55125      124.9097       3
cs-126      cs126      55126      125.9094       3
cs-127      cs127      55127      126.9074       3
