#
#     Code: data.txt 
#
#     Author:  Joshua Peterson
#   
#     Date:            Data for MCNP or scale
#
#     Description:                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
########################################  

 Name   Name      Identifier  Mass (amu)  Nuclide_Type_1_act_2_U+_3_fp
cs-128      cs128      55128      127.9078       3
cs-129      cs129      55129      128.9061       3
cs-130      cs130      55130      129.9067       3
cs-131      cs131      55131      130.9055       3
cs-132      cs132      55132      131.9064       3
cs-133      cs133      55133      132.9055       3
cs-134      cs134      55134      133.9067       3
cs-135      cs135      55135      134.906        3
cs-136      cs136      55136      135.9073       3
cs-137      cs137      55137      136.9071       3
cs-138      cs138      55138      137.911        3
cs-139      cs139      55139      138.9134       3
cs-140      cs140      55140      139.9173       3
cs-141      cs141      55141      140.92         3
cs-142      cs142      55142      141.9243       3
cs-143      cs143      55143      142.9274       3
cs-144      cs144      55144      143.9321       3
cs-145      cs145      55145      144.9355       3
cs-146      cs146      55146      145.9403       3
cs-147      cs147      55147      146.9442       3
cs-148      cs148      55148      147.9492       3
cs-149      cs149      55149      148.9529       3
cs-150      cs150      55150      149.9582       3
cs-151      cs151      55151      150.9622       3
ba-114      ba114      56114      113.9507       3
ba-115      ba115      56115      114.9474       3
ba-116      ba116      56116      115.9414       3
ba-117      ba117      56117      116.9385       3
ba-118      ba118      56118      117.933        3
ba-119      ba119      56119      118.9307       3
ba-120      ba120      56120      119.926        3
ba-121      ba121      56121      120.924        3
ba-122      ba122      56122      121.9199       3
ba-123      ba123      56123      122.9188       3
ba-124      ba124      56124      123.9151       3
ba-125      ba125      56125      124.9145       3
ba-126      ba126      56126      125.9112       3
ba-127      ba127      56127      126.9111       3
ba-128      ba128      56128      127.9083       3
ba-129      ba129      56129      128.9087       3
ba-130      ba130      56130      129.9063       3
ba-131      ba131      56131      130.9069       3
ba-132      ba132      56132      131.9051       3
ba-133      ba133      56133      132.906        3
ba-134      ba134      56134      133.9045       3
ba-135      ba135      56135      134.9057       3
ba-136      ba136      56136      135.9046       3
ba-137      ba137      56137      136.9058       3
ba-138      ba138      56138      137.9052       3
ba-139      ba139      56139      138.9088       3
ba-140      ba140      56140      139.9106       3
ba-141      ba141      56141      140.9144       3
ba-142      ba142      56142      141.9164       3
ba-143      ba143      56143      142.9206       3
ba-144      ba144      56144      143.9229       3
ba-145      ba145      56145      144.9276       3
ba-146      ba146      56146      145.9302       3
ba-147      ba147      56147      146.935        3
ba-148      ba148      56148      147.9377       3
ba-149      ba149      56149      148.9426       3
ba-150      ba150      56150      149.9457       3
ba-151      ba151      56151      150.9508       3
ba-152      ba152      56152      151.9543       3
ba-153      ba153      56153      152.9596       3
la-117      la117      57117      116.9501       3
la-118      la118      57118      117.9467       3
la-119      la119      57119      118.941        3
la-120      la120      57120      119.9381       3
la-121      la121      57121      120.933        3
la-122      la122      57122      121.9307       3
la-123      la123      57123      122.9262       3
la-124      la124      57124      123.9246       3
la-125      la125      57125      124.9208       3
la-126      la126      57126      125.9195       3
la-127      la127      57127      126.9164       3
la-128      la128      57128      127.9156       3
la-129      la129      57129      128.9127       3
la-130      la130      57130      129.9124       3
la-131      la131      57131      130.9101       3
la-132      la132      57132      131.9101       3
la-133      la133      57133      132.9082       3
la-134      la134      57134      133.9085       3
la-135      la135      57135      134.907        3
la-136      la136      57136      135.9076       3
la-137      la137      57137      136.9065       3
la-138      la138      57138      137.9071       3
la-139      la139      57139      138.9064       3
la-140      la140      57140      139.9095       3
la-141      la141      57141      140.911        3
la-142      la142      57142      141.9141       3
la-143      la143      57143      142.9161       3
la-144      la144      57144      143.9196       3
la-145      la145      57145      144.9216       3
la-146      la146      57146      145.9258       3
la-147      la147      57147      146.9282       3
la-148      la148      57148      147.9322       3
la-149      la149      57149      148.9347       3
la-150      la150      57150      149.9388       3
la-151      la151      57151      150.9417       3
la-152      la152      57152      151.9462       3
la-153      la153      57153      152.9496       3
la-154      la154      57154      153.9545       3
la-155      la155      57155      154.9583       3
ce-119      ce119      58119      118.9528       3
ce-120      ce120      58120      119.9466       3
ce-121      ce121      58121      120.9434       3
ce-122      ce122      58122      121.9379       3
ce-123      ce123      58123      122.9354       3
ce-124      ce124      58124      123.9304       3
ce-125      ce125      58125      124.9284       3
ce-126      ce126      58126      125.924        3
ce-127      ce127      58127      126.9227       3
ce-128      ce128      58128      127.9189       3
ce-129      ce129      58129      128.9181       3
ce-130      ce130      58130      129.9147       3
ce-131      ce131      58131      130.9144       3
ce-132      ce132      58132      131.9115       3
ce-133      ce133      58133      132.9115       3
ce-134      ce134      58134      133.9089       3
ce-135      ce135      58135      134.9091       3
ce-136      ce136      58136      135.9072       3
ce-137      ce137      58137      136.9078       3
ce-138      ce138      58138      137.906        3
ce-139      ce139      58139      138.9066       3
ce-140      ce140      58140      139.9054       3
ce-141      ce141      58141      140.9083       3
ce-142      ce142      58142      141.9092       3
ce-143      ce143      58143      142.9124       3
ce-144      ce144      58144      143.9137       3
ce-145      ce145      58145      144.9172       3
ce-146      ce146      58146      145.9188       3
ce-147      ce147      58147      146.9227       3
ce-148      ce148      58148      147.9244       3
ce-149      ce149      58149      148.9284       3
ce-150      ce150      58150      149.9304       3
ce-151      ce151      58151      150.934        3
ce-152      ce152      58152      151.9365       3
ce-153      ce153      58153      152.9406       3
ce-154      ce154      58154      153.9434       3
ce-155      ce155      58155      154.948        3
ce-156      ce156      58156      155.9513       3
ce-157      ce157      58157      156.9563       3
pr-121      pr121      59121      120.9554       3
pr-122      pr122      59122      121.9518       3
pr-123      pr123      59123      122.946        3
pr-124      pr124      59124      123.943        3
pr-125      pr125      59125      124.9378       3
pr-126      pr126      59126      125.9353       3
pr-127      pr127      59127      126.9308       3
pr-128      pr128      59128      127.9288       3
pr-129      pr129      59129      128.9251       3
pr-130      pr130      59130      129.9236       3
pr-131      pr131      59131      130.9203       3
pr-132      pr132      59132      131.9193       3
pr-133      pr133      59133      132.9163       3
pr-134      pr134      59134      133.9157       3
pr-135      pr135      59135      134.9131       3
pr-136      pr136      59136      135.9127       3
pr-137      pr137      59137      136.9107       3
pr-138      pr138      59138      137.9108       3
pr-139      pr139      59139      138.9089       3
pr-140      pr140      59140      139.9091       3
pr-141      pr141      59141      140.9077       3
pr-142      pr142      59142      141.91         3
pr-143      pr143      59143      142.9108       3
pr-144      pr144      59144      143.9133       3
pr-145      pr145      59145      144.9145       3
pr-146      pr146      59146      145.9176       3
pr-147      pr147      59147      146.919        3
pr-148      pr148      59148      147.9221       3
pr-149      pr149      59149      148.9237       3
pr-150      pr150      59150      149.9267       3
pr-151      pr151      59151      150.9283       3
pr-152      pr152      59152      151.9315       3
pr-153      pr153      59153      152.9338       3
pr-154      pr154      59154      153.9375       3
pr-155      pr155      59155      154.9401       3
pr-156      pr156      59156      155.9443       3
pr-157      pr157      59157      156.9474       3
pr-158      pr158      59158      157.952        3
pr-159      pr159      59159      158.9555       3
nd-124      nd124      60124      123.9522       3
nd-125      nd125      60125      124.9489       3
nd-126      nd126      60126      125.9432       3
nd-127      nd127      60127      126.9405       3
nd-128      nd128      60128      127.9354       3
nd-129      nd129      60129      128.9332       3
nd-130      nd130      60130      129.9285       3
nd-131      nd131      60131      130.9272       3
nd-132      nd132      60132      131.9233       3
nd-133      nd133      60133      132.9223       3
nd-134      nd134      60134      133.9188       3
nd-135      nd135      60135      134.9182       3
nd-136      nd136      60136      135.915        3
nd-137      nd137      60137      136.9146       3
nd-138      nd138      60138      137.912        3
nd-139      nd139      60139      138.912        3
nd-140      nd140      60140      139.9095       3
nd-141      nd141      60141      140.9096       3
nd-142      nd142      60142      141.9077       3
nd-143      nd143      60143      142.9098       3
nd-144      nd144      60144      143.9101       3
nd-145      nd145      60145      144.9126       3
nd-146      nd146      60146      145.9131       3
nd-147      nd147      60147      146.9161       3
nd-148      nd148      60148      147.9169       3
nd-149      nd149      60149      148.9202       3
nd-150      nd150      60150      149.9209       3
nd-151      nd151      60151      150.9238       3
nd-152      nd152      60152      151.9247       3
nd-153      nd153      60153      152.9277       3
nd-154      nd154      60154      153.9295       3
nd-155      nd155      60155      154.9329       3
nd-156      nd156      60156      155.935        3
nd-157      nd157      60157      156.939        3
nd-158      nd158      60158      157.9416       3
nd-159      nd159      60159      158.9461       3
nd-160      nd160      60160      159.9491       3
nd-161      nd161      60161      160.9539       3
pm-126      pm126      61126      125.9575       3
pm-127      pm127      61127      126.9516       3
pm-128      pm128      61128      127.9484       3
pm-129      pm129      61129      128.9432       3
pm-130      pm130      61130      129.9404       3
pm-131      pm131      61131      130.9359       3
pm-132      pm132      61132      131.9337       3
pm-133      pm133      61133      132.9298       3
pm-134      pm134      61134      133.9283       3
pm-135      pm135      61135      134.9249       3
pm-136      pm136      61136      135.9236       3
pm-137      pm137      61137      136.9205       3
pm-138      pm138      61138      137.9196       3
pm-139      pm139      61139      138.9168       3
pm-140      pm140      61140      139.916        3
pm-141      pm141      61141      140.9136       3
pm-142      pm142      61142      141.9129       3
pm-143      pm143      61143      142.9109       3
pm-144      pm144      61144      143.9126       3
pm-145      pm145      61145      144.9128       3
pm-146      pm146      61146      145.9147       3
pm-147      pm147      61147      146.9151       3
pm-148      pm148      61148      147.9175       3
pm-148m      pm148m      61601                   3
pm-149      pm149      61149      148.9183       3
pm-150      pm150      61150      149.921        3
pm-151      pm151      61151      150.9212       3
pm-152      pm152      61152      151.9235       3
pm-153      pm153      61153      152.9241       3
pm-154      pm154      61154      153.9265       3
pm-155      pm155      61155      154.9281       3
pm-156      pm156      61156      155.9311       3
pm-157      pm157      61157      156.933        3
pm-158      pm158      61158      157.9366       3
pm-159      pm159      61159      158.939        3
pm-160      pm160      61160      159.943        3
pm-161      pm161      61161      160.9459       3
pm-162      pm162      61162      161.9503       3
pm-163      pm163      61163      162.9537       3
sm-128      sm128      62128      127.9581       3
sm-129      sm129      62129      128.9546       3
sm-130      sm130      62130      129.9489       3
sm-131      sm131      62131      130.9461       3
sm-132      sm132      62132      131.9407       3
sm-133      sm133      62133      132.9387       3
sm-134      sm134      62134      133.934        3
sm-135      sm135      62135      134.9325       3
sm-136      sm136      62136      135.9283       3
sm-137      sm137      62137      136.927        3
sm-138      sm138      62138      137.9232       3
sm-139      sm139      62139      138.9223       3
sm-140      sm140      62140      139.919        3
sm-141      sm141      62141      140.9185       3
sm-142      sm142      62142      141.9152       3
sm-143      sm143      62143      142.9146       3
sm-144      sm144      62144      143.912        3
sm-145      sm145      62145      144.9134       3
sm-146      sm146      62146      145.913        3
sm-147      sm147      62147      146.9149       3
sm-148      sm148      62148      147.9148       3
sm-149      sm149      62149      148.9172       3
sm-150      sm150      62150      149.9173       3
sm-151      sm151      62151      150.9199       3
sm-152      sm152      62152      151.9197       3
sm-153      sm153      62153      152.9221       3
sm-154      sm154      62154      153.9222       3
sm-155      sm155      62155      154.9246       3
sm-156      sm156      62156      155.9255       3
sm-157      sm157      62157      156.9284       3
sm-158      sm158      62158      157.93         3
sm-159      sm159      62159      158.9332       3
sm-160      sm160      62160      159.9351       3
sm-161      sm161      62161      160.9388       3
sm-162      sm162      62162      161.9412       3
sm-163      sm163      62163      162.9454       3
sm-164      sm164      62164      163.9483       3
sm-165      sm165      62165      164.953        3
eu-130      eu130      63130      129.9636       3
eu-131      eu131      63131      130.9577       3
eu-132      eu132      63132      131.9544       3
eu-133      eu133      63133      132.9492       3
eu-134      eu134      63134      133.9465       3
eu-135      eu135      63135      134.9418       3
eu-136      eu136      63136      135.9396       3
eu-137      eu137      63137      136.9356       3
eu-138      eu138      63138      137.9337       3
eu-139      eu139      63139      138.9298       3
eu-140      eu140      63140      139.9281       3
eu-141      eu141      63141      140.9249       3
eu-142      eu142      63142      141.9234       3
eu-143      eu143      63143      142.9203       3
eu-144      eu144      63144      143.9188       3
eu-145      eu145      63145      144.9163       3
eu-146      eu146      63146      145.9172       3
eu-147      eu147      63147      146.9167       3
eu-148      eu148      63148      147.9181       3
eu-149      eu149      63149      148.9179       3
eu-150      eu150      63150      149.9197       3
eu-151      eu151      63151      150.9198       3
eu-152      eu152      63152      151.9217       3
eu-153      eu153      63153      152.9212       3
eu-154      eu154      63154      153.923        3
eu-155      eu155      63155      154.9229       3
eu-156      eu156      63156      155.9247       3
eu-157      eu157      63157      156.9254       3
eu-158      eu158      63158      157.9279       3
eu-159      eu159      63159      158.9291       3
eu-160      eu160      63160      159.932        3
eu-161      eu161      63161      160.9337       3
eu-162      eu162      63162      161.937        3
eu-163      eu163      63163      162.9392       3
eu-164      eu164      63164      163.943        3
eu-165      eu165      63165      164.9457       3
eu-166      eu166      63166      165.95         3
eu-167      eu167      63167      166.9532       3
gd-134      gd134      64134      133.9554       3
gd-135      gd135      64135      134.9526       3
gd-136      gd136      64136      135.9473       3
gd-137      gd137      64137      136.945        3
gd-138      gd138      64138      137.9401       3
gd-139      gd139      64139      138.9382       3
gd-140      gd140      64140      139.9337       3
gd-141      gd141      64141      140.9321       3
gd-142      gd142      64142      141.9281       3
gd-143      gd143      64143      142.9267       3
gd-144      gd144      64144      143.923        3
gd-145      gd145      64145      144.9217       3
gd-146      gd146      64146      145.9183       3
gd-147      gd147      64147      146.9191       3
gd-148      gd148      64148      147.9181       3
gd-149      gd149      64149      148.9193       3
gd-150      gd150      64150      149.9187       3
gd-151      gd151      64151      150.9203       3
gd-152      gd152      64152      151.9198       3
gd-153      gd153      64153      152.9218       3
gd-154      gd154      64154      153.9209       3
gd-155      gd155      64155      154.9226       3
gd-156      gd156      64156      155.9221       3
gd-157      gd157      64157      156.924        3
gd-158      gd158      64158      157.9241       3
gd-159      gd159      64159      158.9264       3
gd-160      gd160      64160      159.927        3
gd-161      gd161      64161      160.9297       3
gd-162      gd162      64162      161.931        3
gd-163      gd163      64163      162.934        3
gd-164      gd164      64164      163.9359       3
gd-165      gd165      64165      164.9394       3
gd-166      gd166      64166      165.9416       3
gd-167      gd167      64167      166.9456       3
gd-168      gd168      64168      167.9484       3
gd-169      gd169      64169      168.9529       3
tb-136      tb136      65136      135.9614       3
tb-137      tb137      65137      136.956        3
tb-138      tb138      65138      137.9532       3
tb-139      tb139      65139      138.9483       3
tb-140      tb140      65140      139.9458       3
tb-141      tb141      65141      140.9415       3
tb-142      tb142      65142      141.9387       3
tb-143      tb143      65143      142.9351       3
tb-144      tb144      65144      143.933        3
tb-145      tb145      65145      144.9293       3
tb-146      tb146      65146      145.9272       3
tb-147      tb147      65147      146.9241       3
tb-148      tb148      65148      147.9243       3
tb-149      tb149      65149      148.9232       3
tb-150      tb150      65150      149.9237       3
tb-151      tb151      65151      150.9231       3
tb-152      tb152      65152      151.9241       3
tb-153      tb153      65153      152.9234       3
tb-154      tb154      65154      153.9247       3
tb-155      tb155      65155      154.9235       3
tb-156      tb156      65156      155.9247       3
tb-157      tb157      65157      156.924        3
tb-158      tb158      65158      157.9254       3
tb-159      tb159      65159      158.9254       3
tb-160      tb160      65160      159.9272       3
tb-161      tb161      65161      160.9276       3
tb-162      tb162      65162      161.9295       3
tb-163      tb163      65163      162.9306       3
tb-164      tb164      65164      163.9333       3
tb-165      tb165      65165      164.9349       3
tb-166      tb166      65166      165.938        3
tb-167      tb167      65167      166.94         3
tb-168      tb168      65168      167.9436       3
tb-169      tb169      65169      168.9462       3
tb-170      tb170      65170      169.9503       3
tb-171      tb171      65171      170.9533       3
dy-138      dy138      66138      137.9625       3
dy-139      dy139      66139      138.9595       3
dy-140      dy140      66140      139.954        3
dy-141      dy141      66141      140.9514       3
dy-142      dy142      66142      141.9464       3
dy-143      dy143      66143      142.9438       3
dy-144      dy144      66144      143.9393       3
dy-145      dy145      66145      144.9374       3
dy-146      dy146      66146      145.9328       3
dy-147      dy147      66147      146.9311       3
dy-148      dy148      66148      147.9272       3
dy-149      dy149      66149      148.9273       3
dy-150      dy150      66150      149.9256       3
dy-151      dy151      66151      150.9262       3
dy-152      dy152      66152      151.9247       3
dy-153      dy153      66153      152.9258       3
dy-154      dy154      66154      153.9244       3
dy-155      dy155      66155      154.9258       3
dy-156      dy156      66156      155.9243       3
dy-157      dy157      66157      156.9255       3
dy-158      dy158      66158      157.9244       3
dy-159      dy159      66159      158.9257       3
dy-160      dy160      66160      159.9252       3
dy-161      dy161      66161      160.9269       3
dy-162      dy162      66162      161.9268       3
dy-163      dy163      66163      162.9287       3
dy-164      dy164      66164      163.9292       3
dy-165      dy165      66165      164.9317       3
dy-166      dy166      66166      165.9328       3
dy-167      dy167      66167      166.9357       3
dy-168      dy168      66168      167.9371       3
dy-169      dy169      66169      168.9403       3
dy-170      dy170      66170      169.9424       3
dy-171      dy171      66171      170.9462       3
dy-172      dy172      66172      171.9488       3
dy-173      dy173      66173      172.953        3
ho-140      ho140      67140      139.9685       3
ho-141      ho141      67141      140.9631       3
ho-142      ho142      67142      141.9598       3
ho-143      ho143      67143      142.9546       3
ho-144      ho144      67144      143.9515       3
ho-145      ho145      67145      144.9472       3
ho-146      ho146      67146      145.9446       3
ho-147      ho147      67147      146.9401       3
ho-148      ho148      67148      147.9377       3
ho-149      ho149      67149      148.9338       3
ho-150      ho150      67150      149.9335       3
ho-151      ho151      67151      150.9317       3
ho-152      ho152      67152      151.9317       3
ho-153      ho153      67153      152.9302       3
ho-154      ho154      67154      153.9306       3
ho-155      ho155      67155      154.9291       3
ho-156      ho156      67156      155.9298       3
ho-157      ho157      67157      156.9283       3
ho-158      ho158      67158      157.9289       3
ho-159      ho159      67159      158.9277       3
ho-160      ho160      67160      159.9287       3
ho-161      ho161      67161      160.9279       3
ho-162      ho162      67162      161.9291       3
ho-163      ho163      67163      162.9287       3
ho-164      ho164      67164      163.9302       3
ho-165      ho165      67165      164.9303       3
ho-166      ho166      67166      165.9323       3
ho-166m      ho166m      67601                   3
ho-167      ho167      67167      166.9331       3
ho-168      ho168      67168      167.9355       3
ho-169      ho169      67169      168.9369       3
ho-170      ho170      67170      169.9396       3
ho-171      ho171      67171      170.9415       3
ho-172      ho172      67172      171.9448       3
ho-173      ho173      67173      172.9473       3
ho-174      ho174      67174      173.9512       3
ho-175      ho175      67175      174.9541       3
er-143      er143      68143      142.9663       3
er-144      er144      68144      143.9604       3
er-145      er145      68145      144.9574       3
er-146      er146      68146      145.952        3
er-147      er147      68147      146.9495       3
er-148      er148      68148      147.9445       3
er-149      er149      68149      148.9423       3
er-150      er150      68150      149.9379       3
er-151      er151      68151      150.9375       3
er-152      er152      68152      151.935        3
er-153      er153      68153      152.9351       3
er-154      er154      68154      153.9328       3
er-155      er155      68155      154.9332       3
er-156      er156      68156      155.9311       3
er-157      er157      68157      156.9319       3
er-158      er158      68158      157.9299       3
er-159      er159      68159      158.9307       3
er-160      er160      68160      159.9291       3
er-161      er161      68161      160.93         3
er-162      er162      68162      161.9288       3
er-163      er163      68163      162.93         3
er-164      er164      68164      163.9292       3
er-165      er165      68165      164.9307       3
er-166      er166      68166      165.9303       3
er-167      er167      68167      166.9321       3
er-168      er168      68168      167.9324       3
er-169      er169      68169      168.9346       3
er-170      er170      68170      169.9355       3
er-171      er171      68171      170.938        3
er-172      er172      68172      171.9394       3
er-173      er173      68173      172.9424       3
er-174      er174      68174      173.9442       3
er-175      er175      68175      174.9478       3
er-176      er176      68176      175.9501       3
er-177      er177      68177      176.9541       3
tm-145      tm145      69145      144.9701       1
tm-146      tm146      69146      145.9664       1
tm-147      tm147      69147      146.961        1
tm-148      tm148      69148      147.9578       1
tm-149      tm149      69149      148.9527       1
tm-150      tm150      69150      149.95         1
tm-151      tm151      69151      150.9455       1
tm-152      tm152      69152      151.9444       1
tm-153      tm153      69153      152.942        1
tm-154      tm154      69154      153.9416       1
tm-155      tm155      69155      154.9392       1
tm-156      tm156      69156      155.939        1
tm-157      tm157      69157      156.937        1
tm-158      tm158      69158      157.937        1
tm-159      tm159      69159      158.935        1
tm-160      tm160      69160      159.9353       1
tm-161      tm161      69161      160.9335       1
tm-162      tm162      69162      161.934        1
tm-163      tm163      69163      162.9326       1
tm-164      tm164      69164      163.9336       1
tm-165      tm165      69165      164.9324       1
tm-166      tm166      69166      165.9335       1
tm-167      tm167      69167      166.9328       1
tm-168      tm168      69168      167.9342       1
tm-169      tm169      69169      168.9342       1
tm-170      tm170      69170      169.9358       1
tm-171      tm171      69171      170.9364       1
tm-172      tm172      69172      171.9384       1
tm-173      tm173      69173      172.9396       1
tm-174      tm174      69174      173.9422       1
tm-175      tm175      69175      174.9438       1
tm-176      tm176      69176      175.947        1
tm-177      tm177      69177      176.949        1
tm-178      tm178      69178      177.9526       1
tm-179      tm179      69179      178.9553       1
yb-148      yb148      70148      147.9674       1
yb-149      yb149      70149      148.964        1
yb-150      yb150      70150      149.9584       1
yb-151      yb151      70151      150.9554       1
yb-152      yb152      70152      151.9503       1
yb-153      yb153      70153      152.9495       1
yb-154      yb154      70154      153.9464       1
yb-155      yb155      70155      154.9458       1
yb-156      yb156      70156      155.9428       1
yb-157      yb157      70157      156.9426       1
yb-158      yb158      70158      157.9399       1
yb-159      yb159      70159      158.94         1
yb-160      yb160      70160      159.9375       1
yb-161      yb161      70161      160.9379       1
yb-162      yb162      70162      161.9358       1
yb-163      yb163      70163      162.9363       1
yb-164      yb164      70164      163.9345       1
yb-165      yb165      70165      164.9353       1
yb-166      yb166      70166      165.9339       1
yb-167      yb167      70167      166.935        1
yb-168      yb168      70168      167.9339       1
yb-169      yb169      70169      168.9352       1
yb-170      yb170      70170      169.9348       1
yb-171      yb171      70171      170.9363       1
yb-172      yb172      70172      171.9364       1
yb-173      yb173      70173      172.9382       1
yb-174      yb174      70174      173.9389       1
yb-175      yb175      70175      174.9413       1
yb-176      yb176      70176      175.9426       1
yb-177      yb177      70177      176.9453       1
yb-178      yb178      70178      177.9467       1
yb-179      yb179      70179      178.9502       1
yb-180      yb180      70180      179.9523       1
yb-181      yb181      70181      180.9561       1
lu-150      lu150      71150      149.9732       1
lu-151      lu151      71151      150.9676       1
lu-152      lu152      71152      151.9641       1
lu-153      lu153      71153      152.9588       1
lu-154      lu154      71154      153.9575       1
lu-155      lu155      71155      154.9543       1
lu-156      lu156      71156      155.953        1
lu-157      lu157      71157      156.9501       1
lu-158      lu158      71158      157.9493       1
lu-159      lu159      71159      158.9466       1
lu-160      lu160      71160      159.946        1
lu-161      lu161      71161      160.9436       1
lu-162      lu162      71162      161.9433       1
lu-163      lu163      71163      162.9412       1
lu-164      lu164      71164      163.9413       1
lu-165      lu165      71165      164.9394       1
lu-166      lu166      71166      165.9399       1
lu-167      lu167      71167      166.9383       1
lu-168      lu168      71168      167.9387       1
lu-169      lu169      71169      168.9377       1
lu-170      lu170      71170      169.9385       1
lu-171      lu171      71171      170.9379       1
lu-172      lu172      71172      171.9391       1
lu-173      lu173      71173      172.9389       1
lu-174      lu174      71174      173.9403       1
lu-175      lu175      71175      174.9408       1
lu-176      lu176      71176      175.9427       1
lu-177      lu177      71177      176.9438       1
lu-178      lu178      71178      177.946        1
lu-179      lu179      71179      178.9473       1
lu-180      lu180      71180      179.9499       1
lu-181      lu181      71181      180.952        1
lu-182      lu182      71182      181.955        1
lu-183      lu183      71183      182.9576       1
lu-184      lu184      71184      183.9609       1
hf-153      hf153      72153      152.9707       1
hf-154      hf154      72154      153.9649       1
hf-155      hf155      72155      154.9634       1
hf-156      hf156      72156      155.9594       1
hf-157      hf157      72157      156.9584       1
hf-158      hf158      72158      157.9548       1
hf-159      hf159      72159      158.954        1
hf-160      hf160      72160      159.9507       1
hf-161      hf161      72161      160.9503       1
hf-162      hf162      72162      161.9472       1
hf-163      hf163      72163      162.9471       1
hf-164      hf164      72164      163.9444       1
hf-165      hf165      72165      164.9446       1
hf-166      hf166      72166      165.9422       1
hf-167      hf167      72167      166.9426       1
hf-168      hf168      72168      167.9406       1
hf-169      hf169      72169      168.9413       1
hf-170      hf170      72170      169.9396       1
hf-171      hf171      72171      170.9405       1
hf-172      hf172      72172      171.9395       1
hf-173      hf173      72173      172.9405       1
hf-174      hf174      72174      173.94         1
hf-175      hf175      72175      174.9415       1
hf-176      hf176      72176      175.9414       1
hf-177      hf177      72177      176.9432       1
hf-178      hf178      72178      177.9437       1
hf-179      hf179      72179      178.9458       1
hf-180      hf180      72180      179.9465       1
hf-181      hf181      72181      180.9491       1
hf-182      hf182      72182      181.9505       1
hf-183      hf183      72183      182.9535       1
hf-184      hf184      72184      183.9554       1
hf-185      hf185      72185      184.9588       1
hf-186      hf186      72186      185.9609       1
hf-187      hf187      72187      186.9646       1
hf-188      hf188      72188      187.9668       1
ta-155      ta155      73155      154.9746       1
ta-156      ta156      73156      155.9723       1
ta-157      ta157      73157      156.9682       1
ta-158      ta158      73158      157.9667       1
ta-159      ta159      73159      158.963        1
ta-160      ta160      73160      159.9615       1
ta-161      ta161      73161      160.9584       1
ta-162      ta162      73162      161.9573       1
ta-163      ta163      73163      162.9543       1
ta-164      ta164      73164      163.9535       1
ta-165      ta165      73165      164.9508       1
ta-166      ta166      73166      165.9505       1
ta-167      ta167      73167      166.9481       1
ta-168      ta168      73168      167.948        1
ta-169      ta169      73169      168.946        1
ta-170      ta170      73170      169.9462       1
ta-171      ta171      73171      170.9445       1
ta-172      ta172      73172      171.9449       1
ta-173      ta173      73173      172.9438       1
ta-174      ta174      73174      173.9444       1
ta-175      ta175      73175      174.9437       1
ta-176      ta176      73176      175.9449       1
ta-177      ta177      73177      176.9445       1
ta-178      ta178      73178      177.9458       1
ta-179      ta179      73179      178.9459       1
ta-180      ta180      73180      179.9475       1
ta-181      ta181      73181      180.948        1
ta-182      ta182      73182      181.9501       1
ta-183      ta183      73183      182.9514       1
ta-184      ta184      73184      183.954        1
ta-185      ta185      73185      184.9556       1
ta-186      ta186      73186      185.9586       1
ta-187      ta187      73187      186.9605       1
ta-188      ta188      73188      187.9637       1
ta-189      ta189      73189      188.9658       1
ta-190      ta190      73190      189.9692       1
w-158      w158      74158      157.9746         1
w-159      w159      74159      158.9729         1
w-160      w160      74160      159.9685         1
w-161      w161      74161      160.9674         1
w-162      w162      74162      161.9635         1
w-163      w163      74163      162.9625         1
w-164      w164      74164      163.959          1
w-165      w165      74165      164.9583         1
w-166      w166      74166      165.955          1
w-167      w167      74167      166.9548         1
w-168      w168      74168      167.9518         1
w-169      w169      74169      168.9518         1
w-170      w170      74170      169.9492         1
w-171      w171      74171      170.9494         1
w-172      w172      74172      171.9473         1
w-173      w173      74173      172.9477         1
w-174      w174      74174      173.9461         1
w-175      w175      74175      174.9467         1
w-176      w176      74176      175.9456         1
w-177      w177      74177      176.9466         1
w-178      w178      74178      177.9459         1
w-179      w179      74179      178.9471         1
w-180      w180      74180      179.9467         1
w-181      w181      74181      180.9482         1
w-182      w182      74182      181.9482         1
w-183      w183      74183      182.9502         1
w-184      w184      74184      183.9509         1
w-185      w185      74185      184.9534         1
w-186      w186      74186      185.9544         1
w-187      w187      74187      186.9572         1
w-188      w188      74188      187.9585         1
w-189      w189      74189      188.9619         1
w-190      w190      74190      189.9632         1
w-191      w191      74191      190.9666         1
w-192      w192      74192      191.9682         1
re-160      re160      75160      159.9821       1
re-161      re161      75161      160.9776       1
re-162      re162      75162      161.976        1
re-163      re163      75163      162.9721       1
re-164      re164      75164      163.9703       1
re-165      re165      75165      164.9671       1
re-166      re166      75166      165.9658       1
re-167      re167      75167      166.9626       1
re-168      re168      75168      167.9616       1
re-169      re169      75169      168.9588       1
re-170      re170      75170      169.9582       1
re-171      re171      75171      170.9557       1
re-172      re172      75172      171.9554       1
re-173      re173      75173      172.9532       1
re-174      re174      75174      173.9531       1
re-175      re175      75175      174.9514       1
re-176      re176      75176      175.9516       1
re-177      re177      75177      176.9503       1
re-178      re178      75178      177.951        1
re-179      re179      75179      178.95         1
re-180      re180      75180      179.9508       1
re-181      re181      75181      180.9501       1
